Contexto;Estado;Data Estado;Escalão Etário;Nº Elem. Agregado;Nº Adultos;Concelho;Rendimento Global (IRS e Rend. Isentos)
Registo de Adesão;Registado;06/11/2024;35 a 65 anos;1;1;Oeiras;21614,32
Registo de Adesão;Registado;08/11/2024;35 a 65 anos;3;1;Almada;21614,32
Registo de Adesão;Registado;24/01/2023;Menos 35 anos;1;1;Lisboa;21618,79
Registo de Adesão;Registado;18/02/2023;Menos 35 anos;2;2;Cascais;21619,36
Registo de Adesão;Registado;02/10/2023;35 a 65 anos;3;2;Sintra;21621,32
Registo de Adesão;Registado;08/11/2024;35 a 65 anos;1;1;Lisboa;21625,26
Registo de Adesão;Registado;11/10/2023;Menos 35 anos;2;2;Lisboa;21625,57
Registo de Adesão;Registado;24/01/2023;35 a 65 anos;5;2;Santarém;21643,29
Registo de Adesão;Registado;24/12/2023;Mais de 65 anos;1;1;Salvaterra de Magos;21647,71
Registo de Adesão;Registado;18/01/2023;35 a 65 anos;2;2;Amadora;21655,37
Registo de Adesão;Registado;28/12/2023;Menos 35 anos;1;1;Lamego;21656,39
Registo de Adesão;Registado;15/01/2023;35 a 65 anos;3;1;Lisboa;21657,23
Registo de Adesão;Registado;13/11/2024;35 a 65 anos;1;1;Lisboa;21657,48
Registo de Adesão;Registado;06/06/2023;Menos 35 anos;3;2;Vila Franca de Xira;21665,92
Registo de Adesão;Registado;27/06/2023;Menos 35 anos;1;1;Lisboa;21666
Registo de Adesão;Registado;22/06/2023;35 a 65 anos;1;1;Lisboa;21667,88
Registo de Adesão;Registado;25/01/2023;Menos 35 anos;3;2;Lisboa;21669,6
Registo de Adesão;Registado;31/07/2023;Menos 35 anos;1;1;Lisboa;21681,59
Registo de Adesão;Registado;07/11/2024;35 a 65 anos;2;1;Lisboa;21686,35
Registo de Adesão;Registado;09/02/2023;Menos 35 anos;1;1;Lisboa;21689,46
Registo de Adesão;Registado;12/04/2023;35 a 65 anos;3;3;Torres Vedras;21695,46
Registo de Adesão;Registado;28/09/2023;Mais de 65 anos;2;2;Lisboa;21697,38
Registo de Adesão;Registado;12/11/2024;Menos 35 anos;1;1;Lisboa;21700
Registo de Adesão;Registado;13/10/2023;Menos 35 anos;1;1;Odivelas;21708,84
Registo de Adesão;Registado;10/10/2023;35 a 65 anos;2;2;Lisboa;21719,09
Registo de Adesão;Registado;15/06/2023;35 a 65 anos;3;2;Lisboa;21722,08
Registo de Adesão;Registado;23/11/2023;35 a 65 anos;2;2;Lisboa;21722,68
Registo de Adesão;Registado;12/10/2023;35 a 65 anos;1;1;Lisboa;21723,88
Registo de Adesão;Registado;29/08/2023;Menos 35 anos;2;2;Vila Franca de Xira;21724,49
Registo de Adesão;Registado;07/01/2023;Mais de 65 anos;1;1;Setúbal;21734,28
Registo de Adesão;Registado;26/04/2023;35 a 65 anos;3;2;Amadora;21735,55
Registo de Adesão;Registado;02/05/2023;35 a 65 anos;2;2;Lisboa;21739,64
Registo de Adesão;Registado;03/01/2023;35 a 65 anos;1;1;Almada;21743,39
Registo de Adesão;Registado;13/07/2023;35 a 65 anos;1;1;Lisboa;21748,77
Registo de Adesão;Registado;26/09/2023;35 a 65 anos;2;2;Seixal;21749
Registo de Adesão;Registado;03/11/2024;Menos 35 anos;1;1;Lisboa;21750
Registo de Adesão;Registado;07/11/2024;Menos 35 anos;1;1;Lisboa;21750,03
Registo de Adesão;Registado;11/10/2023;Mais de 65 anos;2;2;Lisboa;21751,51
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;4;3;Lisboa;21764,02
Registo de Adesão;Registado;13/01/2023;35 a 65 anos;1;1;Lisboa;21765,9
Registo de Adesão;Registado;22/12/2023;35 a 65 anos;2;2;Torres Vedras;21771,41
Registo de Adesão;Registado;07/11/2024;Mais de 65 anos;1;1;Lisboa;21775,25
Registo de Adesão;Registado;11/11/2024;Menos 35 anos;1;1;Lisboa;21775,64
Registo de Adesão;Registado;10/08/2023;Menos 35 anos;1;1;Seixal;21776
Registo de Adesão;Registado;29/12/2023;Menos 35 anos;1;1;Lisboa;21778,66
Registo de Adesão;Registado;29/06/2023;35 a 65 anos;1;1;Loures;21778,67
Registo de Adesão;Registado;18/04/2023;Menos 35 anos;1;1;Lisboa;21780,2
Registo de Adesão;Registado;13/06/2023;35 a 65 anos;2;1;Lisboa;21780,56
Registo de Adesão;Registado;03/10/2023;35 a 65 anos;3;2;Lisboa;21785,82
Registo de Adesão;Registado;21/09/2023;Menos 35 anos;1;1;Torres Vedras;21787,5
Registo de Adesão;Registado;11/10/2023;Menos 35 anos;2;2;Odivelas;21789,73
Registo de Adesão;Registado;05/06/2023;35 a 65 anos;5;3;Odivelas;21790,61
Registo de Adesão;Registado;26/01/2023;Menos 35 anos;2;2;Loures;21796,72
Registo de Adesão;Registado;05/06/2023;Menos 35 anos;2;1;Loures;21797,21
Registo de Adesão;Registado;19/09/2023;Menos 35 anos;1;1;Lisboa;21800
Registo de Adesão;Registado;06/06/2023;35 a 65 anos;1;1;Lisboa;21800,46
Registo de Adesão;Registado;01/11/2023;35 a 65 anos;1;1;Sintra;21800,47
Registo de Adesão;Registado;31/01/2023;Menos 35 anos;2;2;Cascais;21803,63
Registo de Adesão;Registado;05/07/2023;Menos 35 anos;2;2;Lisboa;21824,25
Registo de Adesão;Registado;06/06/2023;35 a 65 anos;2;2;Lisboa;21826,96
Registo de Adesão;Registado;02/05/2023;Menos 35 anos;2;2;Odivelas;21830,26
Registo de Adesão;Registado;05/09/2023;35 a 65 anos;3;2;Sintra;21836,08
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;1;1;Lisboa;21842,12
Registo de Adesão;Registado;23/04/2023;Menos 35 anos;2;2;Lisboa;21845,39
Registo de Adesão;Registado;03/07/2023;Menos 35 anos;3;2;Lisboa;21854,85
Registo de Adesão;Registado;18/09/2023;Menos 35 anos;1;1;Lisboa;21856,75
Registo de Adesão;Registado;20/12/2023;Menos 35 anos;2;2;Loures;21858,38
Registo de Adesão;Registado;29/12/2023;35 a 65 anos;2;2;Oeiras;21861,32
Registo de Adesão;Registado;13/06/2023;35 a 65 anos;4;2;Lisboa;21870
Registo de Adesão;Registado;20/02/2023;Menos 35 anos;3;2;Loures;21874,79
Registo de Adesão;Registado;20/02/2023;35 a 65 anos;3;2;Viseu;21883,71
Registo de Adesão;Registado;13/10/2023;Mais de 65 anos;6;6;Loures;21883,94
Registo de Adesão;Registado;23/04/2023;35 a 65 anos;1;1;Lisboa;21889
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;2;2;Lisboa;21896,01
Registo de Adesão;Registado;04/06/2023;Menos 35 anos;2;2;Lisboa;21896,15
Registo de Adesão;Registado;02/03/2023;35 a 65 anos;1;1;Lisboa;21902,15
Registo de Adesão;Registado;28/01/2023;35 a 65 anos;2;2;Setúbal;21905,33
Registo de Adesão;Registado;10/10/2023;Menos 35 anos;1;1;Lisboa;21908,3
Registo de Adesão;Registado;27/09/2023;35 a 65 anos;1;1;Lisboa;21909,65
Registo de Adesão;Registado;12/12/2023;Menos 35 anos;1;1;Lisboa;21915
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;3;2;Lisboa;21927
Registo de Adesão;Registado;17/10/2023;35 a 65 anos;1;1;Lisboa;21929,12
Registo de Adesão;Registado;14/04/2023;Menos 35 anos;2;2;Barreiro;21935,36
Registo de Adesão;Registado;10/06/2023;35 a 65 anos;4;2;Lisboa;21942,76
Registo de Adesão;Registado;06/11/2024;35 a 65 anos;3;1;Lisboa;21946,84
Registo de Adesão;Registado;20/12/2023;Menos 35 anos;1;1;Barreiro;21947,73
Registo de Adesão;Registado;02/05/2023;Menos 35 anos;1;1;Lisboa;21952,06
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;1;1;Oeiras;21955
Registo de Adesão;Registado;09/02/2023;Menos 35 anos;1;1;Lisboa;21956,43
Registo de Adesão;Registado;05/10/2023;Mais de 65 anos;1;1;Lisboa;21967,94
Registo de Adesão;Registado;06/11/2024;35 a 65 anos;2;2;Lisboa;21968,98
Registo de Adesão;Registado;09/10/2023;35 a 65 anos;1;1;Lisboa;21970,34
Registo de Adesão;Registado;10/04/2023;35 a 65 anos;2;2;Lisboa;21970,49
Registo de Adesão;Registado;15/02/2023;Menos 35 anos;1;1;Lisboa;21971,29
Registo de Adesão;Registado;29/01/2023;Menos 35 anos;3;2;Sintra;21972,67
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;1;1;Lisboa;21974,16
Registo de Adesão;Registado;01/11/2024;Menos 35 anos;1;1;Alcochete;21975,21
Registo de Adesão;Registado;03/10/2023;35 a 65 anos;2;2;Sintra;21979,59
Registo de Adesão;Registado;24/10/2023;35 a 65 anos;1;1;Lisboa;21987,13
Registo de Adesão;Registado;18/06/2023;35 a 65 anos;1;1;Lisboa;21999,09
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;2;2;Lisboa;21999,74
Registo de Adesão;Registado;06/09/2023;Menos 35 anos;2;2;Lisboa;21999,96
Registo de Adesão;Registado;19/01/2023;35 a 65 anos;1;1;Lisboa;22000
Registo de Adesão;Registado;27/09/2023;Menos 35 anos;2;2;Lisboa;22000
Registo de Adesão;Registado;28/12/2023;Menos 35 anos;1;1;Odivelas;22000
Registo de Adesão;Registado;12/11/2024;35 a 65 anos;1;1;Lisboa;22005,09
Registo de Adesão;Registado;20/12/2023;35 a 65 anos;1;1;Lisboa;22008,56
Registo de Adesão;Registado;12/11/2024;Mais de 65 anos;1;1;Lisboa;22025,95
Registo de Adesão;Registado;06/04/2023;35 a 65 anos;2;1;Cascais;22035,86
Registo de Adesão;Registado;06/11/2024;Menos 35 anos;1;1;Sintra;22040
Registo de Adesão;Registado;22/12/2023;Menos 35 anos;1;1;Oeiras;22040,02
Registo de Adesão;Registado;24/06/2023;35 a 65 anos;1;1;Oeiras;22046,67
Registo de Adesão;Registado;13/03/2023;Menos 35 anos;1;1;Odivelas;22050
Registo de Adesão;Registado;06/02/2023;35 a 65 anos;1;1;Loures;22052,09
Registo de Adesão;Registado;17/01/2023;35 a 65 anos;3;2;Lisboa;22058,14
Registo de Adesão;Registado;03/07/2023;35 a 65 anos;1;1;Lisboa;22059,64
Registo de Adesão;Registado;22/06/2023;35 a 65 anos;2;1;Lisboa;22059,8
Registo de Adesão;Registado;29/12/2023;35 a 65 anos;4;2;Amadora;22060,48
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;1;1;Lisboa;22064,98
Registo de Adesão;Registado;03/06/2023;35 a 65 anos;2;1;Mafra;22066
Registo de Adesão;Registado;10/11/2024;Menos 35 anos;1;1;Chamusca;22068,43
Registo de Adesão;Registado;07/11/2024;Menos 35 anos;1;1;Lisboa;22073,37
Registo de Adesão;Registado;02/10/2023;Menos 35 anos;1;1;Lisboa;22076,32
Registo de Adesão;Registado;16/10/2023;Menos 35 anos;2;2;Lisboa;22078,83
Registo de Adesão;Registado;16/10/2023;35 a 65 anos;2;2;Lisboa;22078,83
Registo de Adesão;Registado;16/06/2023;35 a 65 anos;1;1;Lisboa;22085,83
Registo de Adesão;Registado;20/12/2023;Menos 35 anos;2;2;Lisboa;22087,55
Registo de Adesão;Registado;25/01/2023;35 a 65 anos;2;2;Lisboa;22087,84
Registo de Adesão;Registado;26/09/2023;35 a 65 anos;2;2;Oeiras;22093
Registo de Adesão;Registado;16/10/2023;35 a 65 anos;2;1;Lisboa;22100
Registo de Adesão;Registado;02/05/2023;35 a 65 anos;4;2;Lisboa;22100
Registo de Adesão;Registado;03/06/2023;35 a 65 anos;1;1;Barreiro;22102,07
Registo de Adesão;Registado;07/11/2024;35 a 65 anos;3;2;Lisboa;22104,4
Registo de Adesão;Registado;24/01/2023;35 a 65 anos;3;3;Loures;22114,85
Registo de Adesão;Registado;03/06/2023;Menos 35 anos;1;1;Lisboa;22117,72
Registo de Adesão;Registado;06/07/2023;Menos 35 anos;3;2;Vila Franca de Xira;22123
Registo de Adesão;Registado;26/10/2023;35 a 65 anos;4;2;Lisboa;22129,22
Registo de Adesão;Registado;03/09/2023;Menos 35 anos;1;1;Vila Franca de Xira;22131,25
Registo de Adesão;Registado;01/05/2023;Menos 35 anos;1;1;Amadora;22137,56
Registo de Adesão;Registado;05/02/2023;Menos 35 anos;1;1;Lisboa;22138,7
Registo de Adesão;Registado;03/07/2023;Menos 35 anos;1;1;Lisboa;22143,34
Registo de Adesão;Registado;08/11/2024;Menos 35 anos;1;1;Lisboa;22161,72
Registo de Adesão;Registado;08/11/2024;35 a 65 anos;3;1;Loures;22161,96
Registo de Adesão;Registado;02/06/2023;35 a 65 anos;2;2;Lisboa;22179,3
Registo de Adesão;Registado;05/10/2023;Menos 35 anos;1;1;Palmela;22180,91
Registo de Adesão;Registado;20/12/2023;Menos 35 anos;1;1;Lisboa;22188,98
Registo de Adesão;Registado;17/01/2023;35 a 65 anos;1;1;Lisboa;22189,04
Registo de Adesão;Registado;31/12/2023;35 a 65 anos;2;2;Lisboa;22192,6
Registo de Adesão;Registado;20/06/2023;Menos 35 anos;1;1;Porto;22197,5
Registo de Adesão;Registado;06/11/2024;35 a 65 anos;2;2;Loures;22198
Registo de Adesão;Registado;30/09/2023;Menos 35 anos;1;1;Lisboa;22200
Registo de Adesão;Registado;28/09/2023;Menos 35 anos;1;1;Lisboa;22200,37
Registo de Adesão;Registado;17/10/2023;35 a 65 anos;1;1;Almada;22204,17
Registo de Adesão;Registado;06/11/2024;35 a 65 anos;3;2;Lisboa;22208,54
Registo de Adesão;Registado;03/10/2023;Menos 35 anos;1;1;Beja;22232,3
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;2;2;Lisboa;22233,74
Registo de Adesão;Registado;28/04/2023;Menos 35 anos;1;1;Batalha;22239,17
Registo de Adesão;Registado;03/10/2023;35 a 65 anos;4;3;Lisboa;22241,92
Registo de Adesão;Registado;29/05/2023;Menos 35 anos;1;1;Palmela;22246,14
Registo de Adesão;Registado;27/12/2023;Menos 35 anos;2;2;Lisboa;22247,08
Registo de Adesão;Registado;25/03/2023;35 a 65 anos;4;3;Loures;22261,61
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;1;1;Lisboa;22262,16
Registo de Adesão;Registado;20/01/2023;35 a 65 anos;1;1;Lisboa;22265,98
Registo de Adesão;Registado;03/10/2023;35 a 65 anos;1;1;Lisboa;22269,27
Registo de Adesão;Registado;11/10/2023;35 a 65 anos;1;1;Lisboa;22272,32
Registo de Adesão;Registado;07/06/2023;35 a 65 anos;2;2;Vila Franca de Xira;22276,7
Registo de Adesão;Registado;18/01/2023;35 a 65 anos;1;1;Azambuja;22280,29
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;2;2;Lisboa;22282,37
Registo de Adesão;Registado;27/04/2023;Menos 35 anos;1;1;Seixal;22296,16
Registo de Adesão;Registado;05/06/2023;35 a 65 anos;1;1;Matosinhos;22303,29
Registo de Adesão;Registado;12/11/2024;Menos 35 anos;2;2;Lisboa;22308,75
Registo de Adesão;Registado;05/04/2023;Menos 35 anos;2;2;Seixal;22309,71
Registo de Adesão;Registado;04/10/2023;Menos 35 anos;2;2;Odivelas;22327,5
Registo de Adesão;Registado;25/01/2023;Menos 35 anos;1;1;Oeiras;22337,95
Registo de Adesão;Registado;11/10/2023;Menos 35 anos;2;2;Lisboa;22354,43
Registo de Adesão;Registado;03/01/2023;Menos 35 anos;3;2;Loures;22358,63
Registo de Adesão;Registado;19/10/2023;Mais de 65 anos;2;2;Lisboa;22368,15
Registo de Adesão;Registado;25/12/2023;Menos 35 anos;1;1;Vila de Rei;22377,32
Registo de Adesão;Registado;06/11/2024;35 a 65 anos;2;2;Odivelas;22389,9
Registo de Adesão;Registado;02/05/2023;35 a 65 anos;2;2;Lisboa;22393,69
Registo de Adesão;Registado;02/01/2023;Menos 35 anos;1;1;Loures;22397
Registo de Adesão;Registado;24/01/2023;Menos 35 anos;1;1;Santarém;22400
Registo de Adesão;Registado;26/06/2023;35 a 65 anos;1;1;Mafra;22400
Registo de Adesão;Registado;11/11/2023;Menos 35 anos;2;2;Lisboa;22402,44
Registo de Adesão;Registado;30/06/2023;Menos 35 anos;3;2;Amadora;22405,39
Registo de Adesão;Registado;10/02/2023;35 a 65 anos;2;2;Loures;22409,76
Registo de Adesão;Registado;07/11/2024;Menos 35 anos;2;2;Lisboa;22410,19
Registo de Adesão;Registado;17/09/2023;35 a 65 anos;2;1;Lisboa;22412,89
Registo de Adesão;Registado;23/04/2023;35 a 65 anos;6;3;Lisboa;22413,31
Registo de Adesão;Registado;06/06/2023;35 a 65 anos;2;2;Lisboa;22419,91
Registo de Adesão;Registado;31/03/2023;Mais de 65 anos;2;2;Lisboa;22422,35
Registo de Adesão;Registado;28/01/2023;35 a 65 anos;1;1;Lisboa;22422,42
Registo de Adesão;Registado;07/10/2023;35 a 65 anos;2;2;Lisboa;22423,64
Registo de Adesão;Registado;07/11/2024;35 a 65 anos;3;2;Lisboa;22425,69
Registo de Adesão;Registado;01/05/2023;35 a 65 anos;2;2;Lisboa;22434,54
Registo de Adesão;Registado;09/01/2023;Menos 35 anos;2;2;Lisboa;22437,61
Registo de Adesão;Registado;31/01/2023;Menos 35 anos;1;1;Cascais;22442,25
Registo de Adesão;Registado;23/10/2023;Menos 35 anos;1;1;Barreiro;22443,69
Registo de Adesão;Registado;12/06/2023;35 a 65 anos;3;2;Amadora;22447,08
Registo de Adesão;Registado;19/07/2023;35 a 65 anos;1;1;Lisboa;22448,65
Registo de Adesão;Registado;19/04/2023;35 a 65 anos;1;1;Lisboa;22449,25
Registo de Adesão;Registado;09/02/2023;35 a 65 anos;1;1;Cascais;22456,83
Registo de Adesão;Registado;07/01/2023;Menos 35 anos;1;1;Maia;22457,88
Registo de Adesão;Registado;05/04/2023;35 a 65 anos;2;2;Lisboa;22473,03
Registo de Adesão;Registado;03/07/2023;Menos 35 anos;1;1;Matosinhos;22490,52
Registo de Adesão;Registado;12/10/2023;35 a 65 anos;3;2;Lisboa;22496,74
Registo de Adesão;Registado;19/01/2023;Menos 35 anos;1;1;Peniche;22500
Registo de Adesão;Registado;22/10/2023;35 a 65 anos;1;1;Lisboa;22500
Registo de Adesão;Registado;26/04/2023;35 a 65 anos;1;1;Lisboa;22506,81
Registo de Adesão;Registado;01/10/2023;Menos 35 anos;2;1;Castro Daire;22509,63
Registo de Adesão;Registado;13/01/2023;35 a 65 anos;3;2;Lisboa;22518,69
Registo de Adesão;Registado;27/10/2023;Menos 35 anos;1;1;Lisboa;22520,87
Registo de Adesão;Registado;26/06/2023;Menos 35 anos;2;2;Loures;22522,69
Registo de Adesão;Registado;05/11/2024;Mais de 65 anos;3;3;Lisboa;22525,54
Registo de Adesão;Registado;17/02/2023;35 a 65 anos;1;1;Lisboa;22529,22
Registo de Adesão;Registado;06/11/2024;35 a 65 anos;1;1;Odivelas;22535,76
Registo de Adesão;Registado;27/01/2023;35 a 65 anos;1;1;Lisboa;22539,97
Registo de Adesão;Registado;05/04/2023;Menos 35 anos;1;1;Lisboa;22544,58
Registo de Adesão;Registado;13/11/2024;Menos 35 anos;2;2;Lisboa;22567,99
Registo de Adesão;Registado;12/06/2023;Menos 35 anos;3;2;Odivelas;22572,57
Registo de Adesão;Registado;13/11/2024;35 a 65 anos;2;2;Lisboa;22576,14
Registo de Adesão;Registado;19/01/2023;Mais de 65 anos;2;2;Lisboa;22578,98
Registo de Adesão;Registado;07/11/2024;Menos 35 anos;1;1;Lisboa;22588,95
Registo de Adesão;Registado;01/05/2023;Menos 35 anos;3;2;Lisboa;22591,92
Registo de Adesão;Registado;19/06/2023;35 a 65 anos;1;1;Vila Franca de Xira;22606,24
Registo de Adesão;Registado;27/04/2023;Menos 35 anos;1;1;Moita;22615,77
Registo de Adesão;Registado;28/01/2023;Menos 35 anos;2;2;Lisboa;22616,5
Registo de Adesão;Registado;19/06/2023;35 a 65 anos;5;2;Lisboa;22623,03
Registo de Adesão;Registado;22/10/2023;35 a 65 anos;4;3;Sintra;22625,8
Registo de Adesão;Registado;22/02/2023;Menos 35 anos;1;1;Lisboa;22635
Registo de Adesão;Registado;20/12/2023;Menos 35 anos;1;1;Lisboa;22638,57
Registo de Adesão;Registado;08/06/2023;35 a 65 anos;1;1;Chaves;22641,04
Registo de Adesão;Registado;03/01/2023;Menos 35 anos;2;2;Sintra;22646,01
Registo de Adesão;Registado;28/12/2023;Menos 35 anos;4;2;Loures;22651,76
Registo de Adesão;Registado;10/11/2023;Menos 35 anos;2;2;Torres Vedras;22653,65
Registo de Adesão;Registado;21/06/2023;Menos 35 anos;1;1;Vila Franca de Xira;22653,92
Registo de Adesão;Registado;28/04/2023;35 a 65 anos;1;1;Lisboa;22668
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;4;2;Seixal;22672,28
Registo de Adesão;Registado;23/01/2023;Menos 35 anos;1;1;Funchal;22681,09
Registo de Adesão;Registado;06/11/2024;Menos 35 anos;2;1;Lisboa;22682,25
Registo de Adesão;Registado;14/11/2024;Menos 35 anos;1;1;Lisboa;22684,83
Registo de Adesão;Registado;05/01/2023;35 a 65 anos;4;3;Amadora;22688,95
Registo de Adesão;Registado;02/07/2023;Menos 35 anos;2;2;Leiria;22699,29
Registo de Adesão;Registado;09/11/2024;35 a 65 anos;1;1;Lisboa;22700,06
Registo de Adesão;Registado;02/06/2023;Menos 35 anos;2;2;Lisboa;22705,04
Registo de Adesão;Registado;01/01/2023;Menos 35 anos;1;1;Oeiras;22705,95
Registo de Adesão;Registado;05/04/2023;Menos 35 anos;2;2;Lisboa;22709,85
Registo de Adesão;Registado;20/10/2023;Menos 35 anos;2;2;Lisboa;22724,86
Registo de Adesão;Registado;21/09/2023;Mais de 65 anos;2;2;Lisboa;22727,58
Registo de Adesão;Registado;14/04/2023;Menos 35 anos;2;2;Amadora;22730,27
Registo de Adesão;Registado;07/06/2023;Menos 35 anos;1;1;Funchal;22734,3
Registo de Adesão;Registado;09/02/2023;35 a 65 anos;1;1;Lisboa;22735,6
Registo de Adesão;Registado;05/02/2023;35 a 65 anos;1;1;Amadora;22741,48
Registo de Adesão;Registado;01/05/2023;35 a 65 anos;3;2;Lisboa;22744,05
Registo de Adesão;Registado;29/12/2023;Menos 35 anos;1;1;Cascais;22747,24
Registo de Adesão;Registado;13/01/2023;Menos 35 anos;2;2;Vila Franca de Xira;22750
Registo de Adesão;Registado;06/01/2023;Menos 35 anos;2;2;Lisboa;22752,82
Registo de Adesão;Registado;06/11/2024;35 a 65 anos;2;1;Lisboa;22762,4
Registo de Adesão;Registado;24/04/2023;Menos 35 anos;2;2;Sintra;22765,25
Registo de Adesão;Registado;05/06/2023;35 a 65 anos;6;4;Lisboa;22768,23
Registo de Adesão;Registado;02/05/2023;Menos 35 anos;2;2;Lisboa;22782,52
Registo de Adesão;Registado;12/04/2023;Menos 35 anos;1;1;Sintra;22784
Registo de Adesão;Registado;19/01/2023;35 a 65 anos;1;1;Sintra;22794,94
Registo de Adesão;Registado;11/01/2023;Menos 35 anos;2;2;Lisboa;22798,42
Registo de Adesão;Registado;20/12/2023;Menos 35 anos;2;2;Lisboa;22800
Registo de Adesão;Registado;22/01/2023;35 a 65 anos;3;2;Lisboa;22809,76
Registo de Adesão;Registado;05/04/2023;35 a 65 anos;3;1;Lisboa;22810,83
Registo de Adesão;Registado;01/10/2023;35 a 65 anos;5;2;Amadora;22814,66
Registo de Adesão;Registado;04/10/2023;35 a 65 anos;1;1;Lisboa;22819,92
Registo de Adesão;Registado;20/08/2023;Menos 35 anos;2;2;Lisboa;22829,57
Registo de Adesão;Registado;22/10/2023;35 a 65 anos;1;1;Oeiras;22830
Registo de Adesão;Registado;18/04/2023;Menos 35 anos;1;1;Cascais;22842,9
Registo de Adesão;Registado;26/09/2023;Menos 35 anos;1;1;Lisboa;22843,16
Registo de Adesão;Registado;01/05/2023;Menos 35 anos;1;1;Lisboa;22848,64
Registo de Adesão;Registado;22/12/2023;35 a 65 anos;4;2;Silves;22853,39
Registo de Adesão;Registado;27/10/2023;35 a 65 anos;1;1;Lisboa;22859,48
Registo de Adesão;Registado;20/12/2023;Menos 35 anos;1;1;Oeiras;22864
Registo de Adesão;Registado;25/01/2023;35 a 65 anos;3;2;Lisboa;22865,69
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;2;1;Lisboa;22866,62
Registo de Adesão;Registado;07/02/2023;Menos 35 anos;2;2;Lisboa;22882,64
Registo de Adesão;Registado;26/01/2023;Menos 35 anos;2;2;Amadora;22886,38
Registo de Adesão;Registado;26/01/2023;Menos 35 anos;2;2;Lisboa;22895,91
Registo de Adesão;Registado;08/11/2024;Menos 35 anos;1;1;Lisboa;22896,49
Registo de Adesão;Registado;10/10/2023;35 a 65 anos;3;1;Lisboa;22909,09
Registo de Adesão;Registado;09/10/2023;Menos 35 anos;1;1;Alcochete;22924,21
Registo de Adesão;Registado;03/07/2023;35 a 65 anos;2;2;Lisboa;22925,98
Registo de Adesão;Registado;07/08/2023;Menos 35 anos;2;2;Lisboa;22928,11
Registo de Adesão;Registado;03/10/2023;35 a 65 anos;1;1;Sintra;22929,71
Registo de Adesão;Registado;02/06/2023;35 a 65 anos;4;2;Lisboa;22930,64
Registo de Adesão;Registado;11/04/2023;35 a 65 anos;2;1;Lisboa;22934,58
Registo de Adesão;Registado;11/10/2023;35 a 65 anos;5;2;Loures;22948,45
Registo de Adesão;Registado;28/04/2023;Menos 35 anos;3;2;Lisboa;22954,75
Registo de Adesão;Registado;12/11/2024;Menos 35 anos;1;1;Borba;22954,76
Registo de Adesão;Registado;07/11/2024;Menos 35 anos;3;2;Lisboa;22958,67
Registo de Adesão;Registado;02/06/2023;35 a 65 anos;1;1;Lisboa;22959,28
Registo de Adesão;Registado;06/01/2023;35 a 65 anos;2;2;Lisboa;22959,42
Registo de Adesão;Registado;04/01/2023;Mais de 65 anos;3;3;Lisboa;22960,92
Registo de Adesão;Registado;08/11/2024;35 a 65 anos;2;1;Odivelas;22961,04
Registo de Adesão;Registado;13/04/2023;Menos 35 anos;1;1;Óbidos;22963,8
Registo de Adesão;Registado;26/09/2023;Menos 35 anos;1;1;Setúbal;22989,81
Registo de Adesão;Registado;26/12/2023;35 a 65 anos;3;3;Barreiro;22990,32
Registo de Adesão;Registado;07/01/2023;35 a 65 anos;2;2;Loures;22992,94
Registo de Adesão;Registado;09/02/2023;35 a 65 anos;6;2;Lisboa;22998,84
Registo de Adesão;Registado;10/02/2023;35 a 65 anos;3;2;Odivelas;22999,1
Registo de Adesão;Registado;08/10/2023;Menos 35 anos;1;1;Lisboa;23000
Registo de Adesão;Registado;13/11/2024;Menos 35 anos;2;2;Lisboa;23000
Registo de Adesão;Registado;27/09/2023;Menos 35 anos;2;2;Oeiras;23000,46
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;1;1;Amadora;23004,52
Registo de Adesão;Registado;16/02/2023;Menos 35 anos;4;2;Lisboa;23004,94
Registo de Adesão;Registado;12/11/2024;35 a 65 anos;2;1;Lisboa;23009,15
Registo de Adesão;Registado;18/01/2023;Menos 35 anos;2;1;Sintra;23010,9
Registo de Adesão;Registado;09/01/2023;Menos 35 anos;1;1;Alenquer;23014,16
Registo de Adesão;Registado;25/10/2023;35 a 65 anos;2;1;Loures;23020,54
Registo de Adesão;Registado;10/04/2023;35 a 65 anos;3;3;Lisboa;23027,39
Registo de Adesão;Registado;04/06/2023;Menos 35 anos;2;2;Cascais;23034,01
Registo de Adesão;Registado;06/06/2023;35 a 65 anos;1;1;Amadora;23035,4
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;1;1;Sesimbra;23037,68
Registo de Adesão;Registado;28/01/2023;35 a 65 anos;1;1;Almada;23041,04
Registo de Adesão;Registado;11/11/2024;Menos 35 anos;1;1;Sintra;23043,13
