Contexto;Estado;Data Estado;Escalão Etário;Nº Elem. Agregado;Nº Adultos;Concelho;Rendimento Global (IRS e Rend. Isentos)
Registo de Adesão;Registado;17/02/2023;35 a 65 anos;1;1;Lisboa;23050,32
Registo de Adesão;Registado;01/11/2023;Menos 35 anos;2;2;Lisboa;23052,06
Registo de Adesão;Registado;07/02/2023;Menos 35 anos;1;1;Seia;23057,39
Registo de Adesão;Registado;06/10/2023;Menos 35 anos;3;2;Lisboa;23064,24
Registo de Adesão;Registado;20/12/2023;35 a 65 anos;3;2;Odivelas;23064,85
Registo de Adesão;Registado;11/11/2024;35 a 65 anos;2;2;Amadora;23064,98
Registo de Adesão;Registado;22/02/2023;35 a 65 anos;1;1;Lisboa;23065,04
Registo de Adesão;Registado;28/05/2023;35 a 65 anos;1;1;Lisboa;23066,43
Registo de Adesão;Registado;05/02/2023;Menos 35 anos;2;2;Mafra;23073,63
Registo de Adesão;Registado;20/06/2023;35 a 65 anos;3;1;Barreiro;23076,38
Registo de Adesão;Registado;30/06/2023;Menos 35 anos;1;1;Coimbra;23104,31
Registo de Adesão;Registado;30/09/2023;35 a 65 anos;3;2;Odivelas;23108,84
Registo de Adesão;Registado;07/11/2024;Menos 35 anos;2;2;Seixal;23109,88
Registo de Adesão;Registado;08/10/2023;Menos 35 anos;2;2;Lisboa;23123,14
Registo de Adesão;Registado;25/08/2023;35 a 65 anos;4;2;Lisboa;23126,2
Registo de Adesão;Registado;13/02/2023;Menos 35 anos;2;2;Odivelas;23129,44
Registo de Adesão;Registado;04/10/2023;35 a 65 anos;3;2;Amadora;23132,63
Registo de Adesão;Registado;01/03/2023;35 a 65 anos;2;1;Lisboa;23133,92
Registo de Adesão;Registado;09/04/2023;Menos 35 anos;2;2;Sintra;23135
Registo de Adesão;Registado;19/09/2023;Menos 35 anos;1;1;Lisboa;23139,92
Registo de Adesão;Registado;02/10/2023;Menos 35 anos;2;2;Montijo;23150,02
Registo de Adesão;Registado;07/02/2023;35 a 65 anos;2;1;Lisboa;23154,96
Registo de Adesão;Registado;22/09/2023;35 a 65 anos;2;2;Lisboa;23159,02
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;4;2;Oeiras;23172,39
Registo de Adesão;Registado;08/01/2023;35 a 65 anos;4;3;Lisboa;23178,07
Registo de Adesão;Registado;02/10/2023;Menos 35 anos;1;1;Odivelas;23187,38
Registo de Adesão;Registado;29/09/2023;Menos 35 anos;2;2;Barreiro;23192,47
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;1;1;Lisboa;23192,5
Registo de Adesão;Registado;18/10/2023;Menos 35 anos;1;1;Torres Vedras;23195,67
Registo de Adesão;Registado;31/12/2023;Menos 35 anos;1;1;Sintra;23200
Registo de Adesão;Registado;06/10/2023;Menos 35 anos;2;2;Lisboa;23203,61
Registo de Adesão;Registado;02/06/2023;35 a 65 anos;2;1;Lisboa;23205,59
Registo de Adesão;Registado;03/11/2023;Menos 35 anos;1;1;Lisboa;23209,86
Registo de Adesão;Registado;25/10/2023;35 a 65 anos;1;1;Lisboa;23209,93
Registo de Adesão;Registado;30/12/2023;35 a 65 anos;4;4;Loures;23216,47
Registo de Adesão;Registado;13/01/2023;35 a 65 anos;2;2;Almada;23217,88
Registo de Adesão;Registado;20/04/2023;35 a 65 anos;1;1;Lisboa;23218,72
Registo de Adesão;Registado;02/01/2023;35 a 65 anos;5;5;Oeiras;23230,68
Registo de Adesão;Registado;15/08/2023;Menos 35 anos;2;2;Lisboa;23231,61
Registo de Adesão;Registado;08/11/2024;35 a 65 anos;1;1;Lisboa;23235,76
Registo de Adesão;Registado;05/06/2023;35 a 65 anos;1;1;Silves;23240,31
Registo de Adesão;Registado;04/04/2023;Menos 35 anos;1;1;Oeiras;23250
Registo de Adesão;Registado;12/11/2024;35 a 65 anos;1;1;Lisboa;23257,5
Registo de Adesão;Registado;09/11/2024;Menos 35 anos;1;1;Lisboa;23268,59
Registo de Adesão;Registado;30/06/2023;Menos 35 anos;2;2;Cascais;23270,5
Registo de Adesão;Registado;01/07/2023;Menos 35 anos;1;1;Águeda;23272,59
Registo de Adesão;Registado;08/02/2023;35 a 65 anos;3;1;Lisboa;23272,96
Registo de Adesão;Registado;28/09/2023;Menos 35 anos;1;1;Lisboa;23276,64
Registo de Adesão;Registado;01/05/2023;35 a 65 anos;1;1;Lagoa (Algarve);23277,71
Registo de Adesão;Registado;27/02/2023;Menos 35 anos;1;1;Paços de Ferreira;23284,38
Registo de Adesão;Registado;10/10/2023;35 a 65 anos;1;1;Odivelas;23286,04
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;3;2;Lisboa;23287,79
Registo de Adesão;Registado;25/01/2023;Menos 35 anos;1;1;Guimarães;23294
Registo de Adesão;Registado;28/04/2023;35 a 65 anos;3;2;Odivelas;23297,9
Registo de Adesão;Registado;27/10/2023;35 a 65 anos;1;1;Lisboa;23301,92
Registo de Adesão;Registado;24/10/2023;Menos 35 anos;1;1;Lisboa;23302
Registo de Adesão;Registado;03/11/2023;35 a 65 anos;3;1;Lisboa;23303,52
Registo de Adesão;Registado;01/05/2023;Menos 35 anos;2;2;Lisboa;23307
Registo de Adesão;Registado;26/09/2023;35 a 65 anos;2;2;Almada;23310,24
Registo de Adesão;Registado;22/06/2023;Menos 35 anos;1;1;Lisboa;23319,8
Registo de Adesão;Registado;20/12/2023;Menos 35 anos;1;1;Sintra;23328,66
Registo de Adesão;Registado;25/01/2023;35 a 65 anos;3;1;Lisboa;23331
Registo de Adesão;Registado;11/10/2023;Menos 35 anos;2;2;Lisboa;23332,02
Registo de Adesão;Registado;10/11/2024;35 a 65 anos;3;2;Lisboa;23363,87
Registo de Adesão;Registado;27/02/2023;Menos 35 anos;2;2;Lisboa;23364,08
Registo de Adesão;Registado;15/01/2023;Menos 35 anos;2;2;Lisboa;23366,04
Registo de Adesão;Registado;17/06/2023;Menos 35 anos;1;1;Lisboa;23370,04
Registo de Adesão;Registado;04/10/2023;35 a 65 anos;1;1;Lisboa;23370,83
Registo de Adesão;Registado;16/06/2023;35 a 65 anos;3;3;Lisboa;23372,27
Registo de Adesão;Registado;12/03/2023;Menos 35 anos;2;2;Lisboa;23383,92
Registo de Adesão;Registado;30/01/2023;Menos 35 anos;1;1;Lisboa;23386,03
Registo de Adesão;Registado;22/04/2023;Menos 35 anos;1;1;Lisboa;23389,18
Registo de Adesão;Registado;27/12/2023;35 a 65 anos;3;2;Lisboa;23392,65
Registo de Adesão;Registado;26/04/2023;Menos 35 anos;2;2;Sesimbra;23395,01
Registo de Adesão;Registado;17/09/2023;Menos 35 anos;1;1;Loures;23400
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;3;1;Lisboa;23400,06
Registo de Adesão;Registado;16/06/2023;35 a 65 anos;3;1;Moita;23404,43
Registo de Adesão;Registado;13/06/2023;Menos 35 anos;2;2;Loures;23412,86
Registo de Adesão;Registado;20/01/2023;Menos 35 anos;6;2;Amadora;23413,64
Registo de Adesão;Registado;16/01/2023;35 a 65 anos;1;1;Lisboa;23414,77
Registo de Adesão;Registado;02/06/2023;Menos 35 anos;3;2;Lisboa;23416,7
Registo de Adesão;Registado;05/04/2023;Menos 35 anos;1;1;Lisboa;23436,23
Registo de Adesão;Registado;27/01/2023;35 a 65 anos;3;2;Oeiras;23436,81
Registo de Adesão;Registado;07/11/2024;Menos 35 anos;1;1;Lisboa;23439,91
Registo de Adesão;Registado;21/06/2023;Menos 35 anos;1;1;Almada;23447,05
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;3;2;Lisboa;23452,98
Registo de Adesão;Registado;10/11/2024;Menos 35 anos;1;1;Lisboa;23456,59
Registo de Adesão;Registado;28/12/2023;Menos 35 anos;2;2;Lisboa;23470,16
Registo de Adesão;Registado;05/06/2023;35 a 65 anos;1;1;Lisboa;23483,2
Registo de Adesão;Registado;26/09/2023;Menos 35 anos;1;1;Machico;23484,05
Registo de Adesão;Registado;22/12/2023;Menos 35 anos;1;1;Lisboa;23487,4
Registo de Adesão;Registado;06/11/2024;35 a 65 anos;2;2;Loures;23487,89
Registo de Adesão;Registado;02/11/2023;Menos 35 anos;3;2;Amadora;23504,23
Registo de Adesão;Registado;15/10/2023;35 a 65 anos;1;1;Alenquer;23511,25
Registo de Adesão;Registado;20/12/2023;Menos 35 anos;2;2;Sintra;23516,41
Registo de Adesão;Registado;09/10/2023;35 a 65 anos;4;2;Amadora;23516,67
Registo de Adesão;Registado;13/01/2023;35 a 65 anos;1;1;Lisboa;23517,95
Registo de Adesão;Registado;15/07/2023;35 a 65 anos;3;2;Lisboa;23525,66
Registo de Adesão;Registado;25/01/2023;35 a 65 anos;4;4;Lisboa;23528,87
Registo de Adesão;Registado;24/06/2023;Menos 35 anos;1;1;Lisboa;23538,33
Registo de Adesão;Registado;30/09/2023;35 a 65 anos;2;2;Lisboa;23550,46
Registo de Adesão;Registado;21/12/2023;Menos 35 anos;1;1;Lisboa;23550,8
Registo de Adesão;Registado;09/10/2023;Menos 35 anos;1;1;Cascais;23551,63
Registo de Adesão;Registado;13/11/2024;35 a 65 anos;2;2;Sintra;23556,94
Registo de Adesão;Registado;07/11/2024;35 a 65 anos;2;2;Amadora;23563,37
Registo de Adesão;Registado;17/10/2023;35 a 65 anos;1;1;Oeiras;23565,29
Registo de Adesão;Registado;26/10/2023;Menos 35 anos;1;1;Vila Franca de Xira;23578,58
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;2;2;Oeiras;23589,46
Registo de Adesão;Registado;15/06/2023;Menos 35 anos;2;2;Lisboa;23599,27
Registo de Adesão;Registado;26/01/2023;Menos 35 anos;2;2;Oeiras;23600,34
Registo de Adesão;Registado;30/04/2023;35 a 65 anos;4;3;Loures;23600,52
Registo de Adesão;Registado;13/02/2023;35 a 65 anos;2;2;Lisboa;23601,95
Registo de Adesão;Registado;06/11/2024;35 a 65 anos;4;2;Lisboa;23604,62
Registo de Adesão;Registado;09/01/2023;Menos 35 anos;2;2;Lisboa;23619,21
Registo de Adesão;Registado;29/12/2023;35 a 65 anos;3;2;Odivelas;23619,82
Registo de Adesão;Registado;02/03/2023;Mais de 65 anos;2;2;Lisboa;23625,47
Registo de Adesão;Registado;24/12/2023;Menos 35 anos;2;2;Sintra;23625,63
Registo de Adesão;Registado;12/04/2023;35 a 65 anos;1;1;Lisboa;23659,53
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;3;3;Lisboa;23671,45
Registo de Adesão;Registado;11/11/2024;35 a 65 anos;3;2;Lisboa;23672,88
Registo de Adesão;Registado;23/01/2023;Menos 35 anos;1;1;Lisboa;23677,32
Registo de Adesão;Registado;24/01/2023;35 a 65 anos;4;2;Odivelas;23679,6
Registo de Adesão;Registado;18/10/2023;Menos 35 anos;1;1;Lisboa;23681,22
Registo de Adesão;Registado;30/04/2023;Menos 35 anos;2;2;Almada;23688,7
Registo de Adesão;Registado;27/12/2023;35 a 65 anos;1;1;Nazaré;23696,15
Registo de Adesão;Registado;04/01/2023;35 a 65 anos;1;1;Sintra;23701,6
Registo de Adesão;Registado;06/04/2023;35 a 65 anos;2;2;Odivelas;23704,5
Registo de Adesão;Registado;16/01/2023;Menos 35 anos;1;1;Oeiras;23706,27
Registo de Adesão;Registado;11/11/2024;35 a 65 anos;1;1;Lisboa;23708,24
Registo de Adesão;Registado;08/11/2024;Menos 35 anos;1;1;Lisboa;23709,51
Registo de Adesão;Registado;08/01/2023;Menos 35 anos;2;2;Loures;23715,96
Registo de Adesão;Registado;10/11/2023;Menos 35 anos;1;1;Lisboa;23719,54
Registo de Adesão;Registado;26/09/2023;35 a 65 anos;2;2;Oeiras;23721,57
Registo de Adesão;Registado;19/01/2023;Menos 35 anos;1;1;Torres Vedras;23723,5
Registo de Adesão;Registado;01/10/2023;Menos 35 anos;2;2;Vila Franca de Xira;23729,29
Registo de Adesão;Registado;10/01/2023;Menos 35 anos;1;1;Lisboa;23734,92
Registo de Adesão;Registado;16/10/2023;Mais de 65 anos;1;1;Lisboa;23738,13
Registo de Adesão;Registado;15/06/2023;35 a 65 anos;2;2;Lisboa;23755,26
Registo de Adesão;Registado;02/07/2023;35 a 65 anos;2;2;Lisboa;23764,48
Registo de Adesão;Registado;07/10/2023;35 a 65 anos;2;2;Lisboa;23765
Registo de Adesão;Registado;06/11/2024;Menos 35 anos;3;2;Lisboa;23765,16
Registo de Adesão;Registado;24/04/2023;35 a 65 anos;2;2;Lisboa;23768,81
Registo de Adesão;Registado;30/12/2023;Menos 35 anos;1;1;Amadora;23770,95
Registo de Adesão;Registado;08/02/2023;Menos 35 anos;2;2;Sintra;23774,62
Registo de Adesão;Registado;08/01/2023;Menos 35 anos;1;1;Lisboa;23775,93
Registo de Adesão;Registado;08/10/2023;35 a 65 anos;1;1;Lisboa;23784,84
Registo de Adesão;Registado;19/01/2023;Menos 35 anos;3;3;Lisboa;23791,96
Registo de Adesão;Registado;15/09/2023;35 a 65 anos;6;2;Lisboa;23800
Registo de Adesão;Registado;14/11/2023;Menos 35 anos;1;1;Lisboa;23800,42
Registo de Adesão;Registado;25/01/2023;35 a 65 anos;1;1;Lisboa;23802,85
Registo de Adesão;Registado;16/06/2023;35 a 65 anos;1;1;Serpa;23803,62
Registo de Adesão;Registado;05/04/2023;35 a 65 anos;4;4;Lisboa;23808,45
Registo de Adesão;Registado;11/01/2023;35 a 65 anos;2;2;Lisboa;23808,98
Registo de Adesão;Registado;10/10/2023;35 a 65 anos;1;1;Lisboa;23810,92
Registo de Adesão;Registado;05/01/2023;35 a 65 anos;2;2;Lisboa;23817,41
Registo de Adesão;Registado;14/10/2023;35 a 65 anos;1;1;Lisboa;23826,55
Registo de Adesão;Registado;01/05/2023;35 a 65 anos;1;1;Lisboa;23827,85
Registo de Adesão;Registado;20/12/2023;Menos 35 anos;1;1;Setúbal;23834,54
Registo de Adesão;Registado;29/12/2023;Menos 35 anos;1;1;Lisboa;23837,8
Registo de Adesão;Registado;06/11/2024;35 a 65 anos;2;2;Lisboa;23841,98
Registo de Adesão;Registado;03/01/2023;35 a 65 anos;2;2;Lisboa;23844,56
Registo de Adesão;Registado;29/12/2023;35 a 65 anos;1;1;Lisboa;23845,77
Registo de Adesão;Registado;21/09/2023;35 a 65 anos;1;1;Lisboa;23847,88
Registo de Adesão;Registado;03/10/2023;35 a 65 anos;1;1;Lisboa;23856,98
Registo de Adesão;Registado;10/01/2023;Menos 35 anos;1;1;Porto;23864,72
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;1;1;Lisboa;23867,2
Registo de Adesão;Registado;05/04/2023;35 a 65 anos;2;1;Lisboa;23869,83
Registo de Adesão;Registado;19/09/2023;35 a 65 anos;2;2;Lisboa;23873,51
Registo de Adesão;Registado;15/02/2023;Menos 35 anos;1;1;Lisboa;23874,08
Registo de Adesão;Registado;07/11/2024;35 a 65 anos;4;3;Vila Franca de Xira;23877,41
Registo de Adesão;Registado;26/09/2023;Menos 35 anos;1;1;Lisboa;23888,09
Registo de Adesão;Registado;04/04/2023;Menos 35 anos;1;1;Oeiras;23892,53
Registo de Adesão;Registado;09/06/2023;Menos 35 anos;1;1;Guarda;23894,06
Registo de Adesão;Registado;10/10/2023;Menos 35 anos;3;2;Lisboa;23904,02
Registo de Adesão;Registado;16/10/2023;Menos 35 anos;3;2;Lisboa;23904,02
Registo de Adesão;Registado;30/04/2023;35 a 65 anos;4;2;Lisboa;23923,14
Registo de Adesão;Registado;20/01/2023;35 a 65 anos;2;2;Lisboa;23925
Registo de Adesão;Registado;13/06/2023;Menos 35 anos;3;2;Lisboa;23963,45
Registo de Adesão;Registado;21/09/2023;Menos 35 anos;1;1;Lisboa;23967,84
Registo de Adesão;Registado;27/07/2023;Menos 35 anos;3;2;Vila Franca de Xira;23972,09
Registo de Adesão;Registado;06/01/2023;Menos 35 anos;1;1;Lisboa;23975,32
Registo de Adesão;Registado;27/10/2023;35 a 65 anos;1;1;Lisboa;23975,92
Registo de Adesão;Registado;04/04/2023;Menos 35 anos;4;2;Lisboa;23980,69
Registo de Adesão;Registado;10/10/2023;35 a 65 anos;2;2;Lisboa;23983,97
Registo de Adesão;Registado;25/12/2023;Menos 35 anos;2;2;Lisboa;23988,09
Registo de Adesão;Registado;07/02/2023;35 a 65 anos;2;2;Loures;23992,24
Registo de Adesão;Registado;21/12/2023;35 a 65 anos;1;1;Oeiras;24000
Registo de Adesão;Registado;12/02/2023;Menos 35 anos;2;2;Entroncamento;24000
Registo de Adesão;Registado;06/06/2023;Menos 35 anos;1;1;Lisboa;24000
Registo de Adesão;Registado;09/01/2023;Menos 35 anos;1;1;Lisboa;24000,06
Registo de Adesão;Registado;28/09/2023;Menos 35 anos;1;1;Lisboa;24000,06
Registo de Adesão;Registado;02/06/2023;35 a 65 anos;1;1;Setúbal;24001,19
Registo de Adesão;Registado;07/09/2023;Menos 35 anos;3;2;Lisboa;24014,83
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;2;2;Lisboa;24017,16
Registo de Adesão;Registado;04/02/2023;Menos 35 anos;2;2;Amadora;24027,13
Registo de Adesão;Registado;02/12/2023;Menos 35 anos;1;1;Lisboa;24031,13
Registo de Adesão;Registado;09/03/2023;Menos 35 anos;2;2;Lisboa;24036,26
Registo de Adesão;Registado;06/02/2023;35 a 65 anos;4;4;Lisboa;24041,88
Registo de Adesão;Registado;12/10/2023;35 a 65 anos;3;1;Lisboa;24042,65
Registo de Adesão;Registado;23/01/2023;35 a 65 anos;4;2;Loures;24047,77
Registo de Adesão;Registado;28/07/2023;Menos 35 anos;1;1;Loures;24048
Registo de Adesão;Registado;27/02/2023;35 a 65 anos;2;2;Lisboa;24052,03
Registo de Adesão;Registado;15/10/2023;Menos 35 anos;2;2;Lisboa;24053,64
Registo de Adesão;Registado;03/09/2023;Menos 35 anos;2;2;Lisboa;24055,59
Registo de Adesão;Registado;26/09/2023;35 a 65 anos;2;1;Lisboa;24058,52
Registo de Adesão;Registado;29/09/2023;35 a 65 anos;3;2;Lisboa;24063,55
Registo de Adesão;Registado;27/10/2023;Menos 35 anos;1;1;Lisboa;24075
Registo de Adesão;Registado;14/09/2023;35 a 65 anos;4;3;Lisboa;24088,84
Registo de Adesão;Registado;24/04/2023;35 a 65 anos;8;6;Lisboa;24098,14
Registo de Adesão;Registado;06/11/2024;35 a 65 anos;1;1;Lisboa;24099,84
Registo de Adesão;Registado;08/05/2023;Menos 35 anos;2;2;Cascais;24108,58
Registo de Adesão;Registado;12/04/2023;35 a 65 anos;3;3;Santa Cruz;24120,32
Registo de Adesão;Registado;08/10/2023;Menos 35 anos;1;1;Cascais;24122,74
Registo de Adesão;Registado;10/01/2023;Menos 35 anos;2;2;Sintra;24140,74
Registo de Adesão;Registado;22/11/2023;Menos 35 anos;3;2;Vila Franca de Xira;24142,75
Registo de Adesão;Registado;30/12/2023;Menos 35 anos;1;1;Lisboa;24146,83
Registo de Adesão;Registado;10/06/2023;Menos 35 anos;1;1;Caldas da Rainha;24151,96
Registo de Adesão;Registado;06/11/2024;35 a 65 anos;2;2;Lisboa;24155,14
Registo de Adesão;Registado;05/05/2023;Menos 35 anos;1;1;Soure;24157,56
Registo de Adesão;Registado;07/06/2023;Mais de 65 anos;1;1;Torres Vedras;24162,89
Registo de Adesão;Registado;01/10/2023;35 a 65 anos;1;1;Lisboa;24163,09
Registo de Adesão;Registado;06/04/2023;35 a 65 anos;1;1;Lisboa;24165,27
Registo de Adesão;Registado;31/03/2023;Menos 35 anos;2;2;Loures;24168,8
Registo de Adesão;Registado;26/09/2023;Menos 35 anos;1;1;Lisboa;24180,92
Registo de Adesão;Registado;24/01/2023;Menos 35 anos;2;2;Loures;24181,54
Registo de Adesão;Registado;07/11/2024;Menos 35 anos;3;2;Lisboa;24192
Registo de Adesão;Registado;19/09/2023;35 a 65 anos;3;2;Lisboa;24201,53
Registo de Adesão;Registado;12/11/2024;35 a 65 anos;2;2;Mafra;24209,06
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;1;1;Lisboa;24236,92
Registo de Adesão;Registado;30/04/2023;Mais de 65 anos;1;1;Lisboa;24255,05
Registo de Adesão;Registado;03/11/2023;Menos 35 anos;2;2;Seixal;24271,65
Registo de Adesão;Registado;28/04/2023;Menos 35 anos;2;2;Odivelas;24302,94
Registo de Adesão;Registado;22/02/2023;35 a 65 anos;3;3;Lisboa;24308,15
Registo de Adesão;Registado;03/06/2023;Menos 35 anos;1;1;Sintra;24320,69
Registo de Adesão;Registado;04/01/2023;35 a 65 anos;1;1;Lisboa;24323,02
Registo de Adesão;Registado;07/11/2024;35 a 65 anos;1;1;Vila Franca de Xira;24341,44
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;2;2;Loures;24341,57
Registo de Adesão;Registado;10/01/2023;35 a 65 anos;1;1;Lisboa;24352,27
Registo de Adesão;Registado;02/11/2024;Menos 35 anos;1;1;Lisboa;24352,77
Registo de Adesão;Registado;29/12/2023;35 a 65 anos;1;1;Sintra;24363,5
Registo de Adesão;Registado;02/01/2023;35 a 65 anos;1;1;Lisboa;24367,14
Registo de Adesão;Registado;09/01/2023;Menos 35 anos;2;2;Vila Franca de Xira;24368,35
Registo de Adesão;Registado;31/01/2023;35 a 65 anos;1;1;Lisboa;24371,83
Registo de Adesão;Registado;06/11/2024;35 a 65 anos;1;1;Lisboa;24372,86
Registo de Adesão;Registado;07/11/2024;35 a 65 anos;1;1;Rio Maior;24374,29
Registo de Adesão;Registado;20/12/2023;35 a 65 anos;1;1;Lisboa;24375,05
Registo de Adesão;Registado;05/04/2023;35 a 65 anos;1;1;Lisboa;24383,44
Registo de Adesão;Registado;25/10/2023;35 a 65 anos;3;3;Torres Novas;24386,88
Registo de Adesão;Registado;30/04/2023;Menos 35 anos;1;1;Oliveira de Azeméis;24388,86
Registo de Adesão;Registado;20/09/2023;35 a 65 anos;3;3;Loures;24393,89
Registo de Adesão;Registado;07/10/2023;Menos 35 anos;2;2;Odivelas;24398,7
Registo de Adesão;Registado;21/12/2023;35 a 65 anos;5;2;Lisboa;24400,1
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;2;2;Lisboa;24411,14
Registo de Adesão;Registado;02/05/2023;35 a 65 anos;1;1;Lisboa;24416,76
Registo de Adesão;Registado;01/01/2023;Menos 35 anos;2;2;Loures;24423,13
Registo de Adesão;Registado;05/02/2023;35 a 65 anos;2;2;Lisboa;24424,32
Registo de Adesão;Registado;26/02/2023;Menos 35 anos;2;2;Amadora;24429,13
Registo de Adesão;Registado;16/10/2023;Menos 35 anos;2;2;Lisboa;24449,85
Registo de Adesão;Registado;24/06/2023;Menos 35 anos;1;1;Torres Novas;24454,52
Registo de Adesão;Registado;20/12/2023;35 a 65 anos;2;2;Amadora;24478,88
Registo de Adesão;Registado;28/09/2023;Menos 35 anos;1;1;Oeiras;24506,25
Registo de Adesão;Registado;28/01/2023;35 a 65 anos;2;2;Lisboa;24520
Registo de Adesão;Registado;27/09/2023;35 a 65 anos;1;1;Amadora;24520,15
Registo de Adesão;Registado;23/04/2023;Menos 35 anos;1;1;Lisboa;24532,5
Registo de Adesão;Registado;23/02/2023;Menos 35 anos;2;2;Barreiro;24558,83
Registo de Adesão;Registado;10/02/2023;35 a 65 anos;4;3;Lisboa;24559,11
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;1;1;Lisboa;24561,74
Registo de Adesão;Registado;04/10/2023;Menos 35 anos;1;1;Amadora;24567,45
Registo de Adesão;Registado;07/07/2023;35 a 65 anos;1;1;Lisboa;24579,37
Registo de Adesão;Registado;14/10/2023;35 a 65 anos;2;2;Lisboa;24588,8
Registo de Adesão;Registado;11/11/2024;Mais de 65 anos;1;1;Lisboa;24592,43
Registo de Adesão;Registado;10/10/2023;Menos 35 anos;1;1;Viseu;24605,24
Registo de Adesão;Registado;30/04/2023;35 a 65 anos;3;2;Lisboa;24610,04
Registo de Adesão;Registado;13/11/2024;Mais de 65 anos;2;1;Lisboa;24618,18
Registo de Adesão;Registado;27/10/2023;Menos 35 anos;1;1;Lisboa;24624,56
Registo de Adesão;Registado;31/12/2023;Menos 35 anos;1;1;Lisboa;24638,39
Registo de Adesão;Registado;29/09/2023;Menos 35 anos;1;1;Lisboa;24644,54
Registo de Adesão;Registado;23/09/2023;Menos 35 anos;1;1;Lisboa;24649,18
Registo de Adesão;Registado;01/02/2023;35 a 65 anos;1;1;Amadora;24651,12
Registo de Adesão;Registado;09/10/2023;Menos 35 anos;1;1;Loures;24651,8
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;1;1;Lisboa;24677,35
